Tour de France sangen,https://www.youtube.com/watch?v=HfP8lVfbg5w,17.0,"Jeg sidder, på toppen af mount minttu",x
Fuck bin laden,https://www.youtube.com/watch?v=Jr9Kaa1sycs,17.0,,x
Hugo er en skærmtrold,https://www.youtube.com/watch?v=NOLwk_FUp34,36.0,"Halllo, giv mig mine penge (hugo stemme)",x
Zelda of link rap,https://www.youtube.com/watch?v=mO1QBTG6EXs,5.0,SHUT UP!,x
"Stable - Camron, Arti, Kesi",https://www.youtube.com/watch?v=04c4juj2XvQ,58.0,"Skinke, skinke, skinke, skinke",x
Can you feel the sunshine,https://www.youtube.com/watch?v=oY9m2sHQwLs,5.0,,x
Coconut mall,https://www.youtube.com/watch?v=cscuCIzItZQ,0.0,,x
Frikadeller og snaps,https://soundcloud.com/aegte/frikadeller-og-snaps,0.0,,x
Eye of the spider,https://www.youtube.com/watch?v=VT6w7f3N8Hw&list=PLnJN6o4bFY3rYnFse2kze6sZWc9ZZlIuL&index=2,45.0,,x
VIva La vida Swing,https://soundcloud.com/germa-3/viva-la-vida-x-swing?in=essmusic/sets/mashups,17.0,,x
Sea shanty 2,https://www.youtube.com/watch?v=BJhF0L7pfo8,0.0,,x
Breaking bad,https://www.youtube.com/watch?v=ilfYnhXD-bE,0.0,"Bums, We need to COOK!",x
Narwhals,https://www.youtube.com/watch?v=ykwqXuMPsoc,0.0,,x
Take on me backseat freestyle,https://soundcloud.com/dumbfunkslaps/a-hakendrick-lamar-take-on-backseat-mashup,12.0,,x
Var det en attack sub?,https://soundcloud.com/djfrogsnapper/var-det-en-attack-sub-feat-peter-bastian,40.0,,x
Solhverv - Nerverly,https://soundcloud.com/47skudhul/solhverv-naeverly-hillzzz-remix,6.0,,x
Mine diamonds,https://www.youtube.com/watch?v=dgha9S39Y6M&list=PLnJN6o4bFY3rYnFse2kze6sZWc9ZZlIuL,57.0,,x
Mucki bar - Neverly,https://soundcloud.com/47skudhul/mucki-bar-naeverly-hillzzz-remix,20.0,,x
Sneaky Snitch,https://www.youtube.com/watch?v=Cm0qaXi9THA&t=1s,0.0,,x
Så er der bong,https://soundcloud.com/viktor-holmenlund-larsen/middelanderbongsangen,10.0,https://www.youtube.com/watch?v=w7mZjDmjFew ,x
Friday - remix,https://www.youtube.com/watch?v=iCFOcqsnc9Y,0.0,"A skinke in the force, I sense ",x
Duel of the fates,https://www.youtube.com/watch?v=xlYCxbBZUCY,62.0,,x
Himmelhunden,https://www.youtube.com/watch?v=OAXNS4bDoIE,0.0,Qwabs,x
Dejlig er den himmelblå - trampertorben,https://soundcloud.com/tramperentorben/dejlig-er-den-himmelbla-dak-pa-den-himmelbla-twist-med-torben,0.0,Honey bunny,x
Birdmachine,https://www.youtube.com/watch?v=KKRJpcBcKBw,0.0,Snus,x
Knald røde gummibåd,https://www.youtube.com/watch?v=LmMsON33d8g,0.0,Pippi,x
mcqueen - branco,https://www.youtube.com/watch?v=TqA3Fu3_NDA,10.0,,x
Sweat,https://www.youtube.com/watch?v=KnEXrbAQyIo,7.0,Freddy,x
Party i provinsen,https://www.youtube.com/watch?v=wsMgRMmusw4,17.0,,x
Lets groove,https://www.youtube.com/watch?v=Lrle0x_DHBM,32.0,Tommy Touchdown,x
Im an Albatross,https://www.youtube.com/watch?v=L8TT3eiDpss,38.0,Mogens,x
Tekno - Specktors,https://www.youtube.com/watch?v=VzgpZjbK_cc,7.0,BlibBlob,x
Bomber bomber,https://www.youtube.com/watch?v=wzBJVbb-L9M,30.0,Glip Glop,x
Mii theme song,https://www.youtube.com/watch?v=po-0n1BKW2w&t=9s,0.0,Zip Zorp,x
Bob han bygger,https://www.youtube.com/watch?v=sn_bUST_QKo,0.0,Kan vi klare det??,x
Curb your enthusiam,https://www.youtube.com/watch?v=Ag1o3koTLWM,0.0,"Ej, kom vi til at ligge fællesskinken inden for en halv time af de andre skinker? Ej hvor pinligt",x
Low rider,https://www.youtube.com/watch?v=qMkwuz0iXQg,12.0,,x
Akume heaven,https://www.youtube.com/watch?v=IJ8cOH45fAU,4.0,"Konichiwa, KabsSAN",x
Fnaf theme,https://www.youtube.com/watch?v=LhKlCp5Sh9I,0.0,https://www.youtube.com/watch?v=d-Gr67ydhNc,x
Verbalese beatbox,https://www.youtube.com/watch?v=4jxc_jyLbCM,0.0,,x
Winning!,https://www.youtube.com/watch?v=9QS0q3mGPGg,46.0,,x
Girls club,https://www.youtube.com/watch?v=MGJZfmYMltM,147.0,,x
Lady,https://www.youtube.com/watch?v=35LrV-V-ORY,0.0,,x
Duck song,https://www.youtube.com/watch?v=6iEyczP0qyQ,0.0,,x
Redbone,https://www.youtube.com/watch?v=65BrEZxZIVQ,10.0,,x
Flamingo,https://www.youtube.com/watch?v=rY-FJvRqK0E,0.0,,x
Crank it up,https://www.youtube.com/watch?v=srnv-mpLoYQ,0.0,,x
Tequila,https://www.youtube.com/watch?v=U_JFLb1IItM,0.0,,x
Jeg vil ha en baby,https://www.youtube.com/watch?v=IUin6zpAli4,10.0,,x
Taken the hobbitz to isengard,https://www.youtube.com/watch?v=uE-1RPDqJAY,0.0,De tager Mogenz til Isenkrammeren,x
Antimobbesangen,https://www.youtube.com/watch?v=d6s7RdCcm3Q,6.0,Skud ud til rødhårede,x
HestePik,https://www.youtube.com/watch?v=84JoTEBMNxM,10.0,,x
Le festin,https://www.youtube.com/watch?v=-QuVe-hjMs0,20.0,"Zip Zorp, vi skal bruge Raatouile Tricket",x
Lift yourelf,https://www.youtube.com/watch?v=8fbyfDbi-MI,77.0,,x
Help im a fish,https://www.youtube.com/watch?v=RqqOVo6q5J0,3.0,Syng med hvis du er en fisk,x
Daybreak,https://www.youtube.com/watch?v=XXvuUp-KY5g,10.0,Skud ud til Community,x
Song for denise,https://www.youtube.com/watch?v=aLp8SISp4nM,0.0,,x
Maniac,https://www.youtube.com/watch?v=6GCNUeTFSbA,22.0,,x
Chinese rap,https://www.youtube.com/watch?v=-lGFpyuuchg,0.0,,x
The hamster song,https://www.youtube.com/watch?v=H9K8-3PHZOU,0.0,,x
Hip to be square,https://www.youtube.com/watch?v=LB5YkmjalDg,20.0,Lad os se Paul Allens Klub 100,x
Farvel og ha det godt,https://www.youtube.com/watch?v=7StqyS_mLwM,1.0,,x
